['bmh', 'classic', 'dark_background', 'fast', 'fivethirtyeight', 'ggplot', 'grayscale', 'seaborn-bright', 'seaborn-colorblind', 'seaborn-dark-palette', 'seaborn-dark', 'seaborn-darkgrid', 'seaborn-deep', 'seaborn-muted', 'seaborn-notebook', 'seaborn-paper', 'seaborn-pastel', 'seaborn-poster', 'seaborn-talk', 'seaborn-ticks', 'seaborn-white', 'seaborn-whitegrid', 'seaborn', 'Solarize_Light2', '_classic_test']
         828034 function calls (814815 primitive calls) in 2.234 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 backend_bases.py:3172(update)
        8    0.000    0.000    0.000    0.000 backend_bases.py:3207(set_history_buttons)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3211(ToolContainerBase)
        1    0.000    0.000    0.004    0.004 backend_bases.py:33(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3344(StatusbarBase)
      112    0.000    0.000    0.000    0.000 backend_bases.py:776(flipy)
      324    0.000    0.000    0.004    0.000 backend_bases.py:797(new_gc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:854(GraphicsContextBase)
      324    0.001    0.000    0.003    0.000 backend_bases.py:859(__init__)
      324    0.000    0.000    0.000    0.000 backend_bases.py:900(restore)
      324    0.000    0.000    0.000    0.000 backend_bases.py:930(get_clip_path)
      324    0.000    0.000    0.000    0.000 backend_bases.py:940(get_dashes)
        1    0.000    0.000    0.000    0.000 backend_managers.py:18(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:27(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:34(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:46(ToolManager)
        1    0.000    0.000    0.000    0.000 backend_managers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1003(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1038(_BackendTkAgg)
        1    0.000    0.000    0.084    0.084 backend_tkagg.py:1043(new_figure_manager_given_figure)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:107(FigureCanvasTkAgg)
        1    0.000    0.000    1.281    1.281 backend_tkagg.py:1076(mainloop)
        1    0.000    0.000    0.004    0.004 backend_tkagg.py:172(__init__)
        1    0.000    0.000    0.025    0.025 backend_tkagg.py:2(<module>)
       13    0.000    0.000    0.000    0.000 backend_tkagg.py:208(filter_destroy)
        1    0.000    0.000    0.230    0.230 backend_tkagg.py:216(resize)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:243(_update_pointer_position)
      2/1    0.000    0.000    0.226    0.226 backend_tkagg.py:303(draw)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:314(draw_idle)
        1    0.000    0.000    0.069    0.069 backend_tkagg.py:321(idle_draw)
      221    0.001    0.000    0.217    0.001 backend_tkagg.py:336(motion_notify_event)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:468(FigureManagerTkAgg)
        1    0.000    0.000    0.010    0.010 backend_tkagg.py:482(__init__)
        5    0.000    0.000    0.000    0.000 backend_tkagg.py:503(notify_axes_change)
        1    0.000    0.000    0.010    0.010 backend_tkagg.py:511(_get_toolbar)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:520(_get_toolmanager)
        1    0.000    0.000    0.264    0.264 backend_tkagg.py:545(show)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:552(destroy)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:566(destroy)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:580(set_window_title)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:588(AxisMenu)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:63(TimerTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:651(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.010    0.010 backend_tkagg.py:661(__init__)
        1    0.000    0.000    0.003    0.003 backend_tkagg.py:667(destroy)
      221    0.000    0.000    0.011    0.000 backend_tkagg.py:671(set_message)
        7    0.000    0.000    0.010    0.001 backend_tkagg.py:695(_Button)
        2    0.000    0.000    0.000    0.000 backend_tkagg.py:705(_Spacer)
        1    0.000    0.000    0.010    0.010 backend_tkagg.py:712(_init_toolbar)
        6    0.000    0.000    0.000    0.000 backend_tkagg.py:790(update)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:796(ToolTip)
        7    0.000    0.000    0.000    0.000 backend_tkagg.py:801(createToolTip)
        7    0.000    0.000    0.000    0.000 backend_tkagg.py:811(__init__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:846(RubberbandTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:865(SetCursorTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:870(ToolbarTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:939(StatusbarTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:956(SaveFigureTk)
        1    0.000    0.000    0.000    0.000 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:146(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:236(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:25(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:308(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:34(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:353(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:391(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:401(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:417(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:434(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:468(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:489(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:509(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:522(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:539(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:549(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:559(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:711(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:723(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:732(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:741(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:750(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:757(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:765(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:829(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:955(ToolPan)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:152(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:124(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:297(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:35(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:350(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 build_ext.py:33(build_ext)
        1    0.000    0.000    0.023    0.023 build_ext.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.005    0.005 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.004    0.004 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
       10    0.000    0.000    0.000    0.000 case.py:1307(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1329(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:1387(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:180(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:217(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:274(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:293(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:337(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 category.py:37(StrCategoryConverter)
        1    0.000    0.000    0.001    0.001 category.py:4(<module>)
        1    0.000    0.000    0.000    0.000 category.py:78(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:84(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:90(UnitData)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:88(<module>)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1355(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1411(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1416(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1419(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1427(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1430(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1433(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1448(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1451(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1454(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1457(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1460(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1467(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1472(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.033    0.033 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
        6    0.000    0.000    0.000    0.000 cm.py:141(get_cmap)
        1    0.000    0.000    0.000    0.000 cm.py:172(ScalarMappable)
        3    0.000    0.000    0.000    0.000 cm.py:179(__init__)
       33    0.000    0.000    0.000    0.000 cm.py:28(_reverser)
       32    0.000    0.000    0.000    0.000 cm.py:34(revcmap)
       63    0.000    0.000    0.000    0.000 cm.py:46(<listcomp>)
       80    0.000    0.000    0.000    0.000 cm.py:51(_reverse_cmap_spec)
        1    0.000    0.000    0.008    0.008 cm.py:6(<module>)
        2    0.000    0.000    0.000    0.000 cm.py:63(<listcomp>)
      160    0.000    0.000    0.006    0.000 cm.py:67(_generate_cmap)
        1    0.000    0.000    0.000    0.000 cm.py:86(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cmd.py:12(Command)
        1    0.000    0.000    0.000    0.000 cmd.py:410(install_misc)
        1    0.000    0.000    0.016    0.016 cmd.py:5(<module>)
       34    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        7    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
       61    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        1    0.000    0.000    0.020    0.020 collections.py:10(<module>)
        3    0.000    0.000    0.000    0.000 collections.py:100(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1005(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1070(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1077(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1084(LineCollection)
        3    0.000    0.000    0.000    0.000 collections.py:1098(__init__)
       15    0.000    0.000    0.001    0.000 collections.py:1200(set_segments)
       15    0.000    0.000    0.000    0.000 collections.py:1213(<listcomp>)
        6    0.000    0.000    0.000    0.000 collections.py:1242(set_color)
        1    0.000    0.000    0.000    0.000 collections.py:1260(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1513(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1533(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1623(PatchCollection)
        6    0.000    0.000    0.000    0.000 collections.py:163(get_paths)
        1    0.000    0.000    0.000    0.000 collections.py:1678(TriMesh)
       12    0.000    0.000    0.000    0.000 collections.py:169(get_transforms)
        6    0.000    0.000    0.000    0.000 collections.py:172(get_offset_transform)
        1    0.000    0.000    0.000    0.000 collections.py:1748(QuadMesh)
        6    0.000    0.000    0.000    0.000 collections.py:210(_prepare_points)
        6    0.000    0.000    0.001    0.000 collections.py:248(draw)
        3    0.000    0.000    0.000    0.000 collections.py:327(set_pickradius)
